id,"date",start_time,user_id,"created_at","updated_at"
70,"2015-07-10",11,11,"2015-10-13 06:23:14","2015-10-13 06:23:14"
71,"2015-07-11",21,11,"2015-10-13 06:23:14","2015-10-13 06:23:14"
72,"2015-07-14",15,11,"2015-10-13 06:23:14","2015-10-13 06:23:14"
73,"2015-07-03",19,12,"2015-10-13 06:23:14","2015-10-13 06:23:14"
74,"2015-07-08",21,12,"2015-10-13 06:23:14","2015-10-13 06:23:14"
75,"2015-07-09",17,12,"2015-10-13 06:23:14","2015-10-13 06:23:14"
76,"2015-07-11",21,12,"2015-10-13 06:23:14","2015-10-13 06:23:14"
77,"2015-07-12",11,12,"2015-10-13 06:23:14","2015-10-13 06:23:14"
78,"2015-07-14",17,12,"2015-10-13 06:23:14","2015-10-13 06:23:14"
79,"2015-07-01",21,13,"2015-10-13 06:23:14","2015-10-13 06:23:14"
80,"2015-07-03",17,13,"2015-10-13 06:23:14","2015-10-13 06:23:14"
81,"2015-07-04",19,13,"2015-10-13 06:23:14","2015-10-13 06:23:14"
82,"2015-07-05",15,13,"2015-10-13 06:23:14","2015-10-13 06:23:14"
83,"2015-07-06",17,13,"2015-10-13 06:23:14","2015-10-13 06:23:14"
84,"2015-07-07",13,13,"2015-10-13 06:23:14","2015-10-13 06:23:14"
85,"2015-07-10",15,13,"2015-10-13 06:23:14","2015-10-13 06:23:14"
86,"2015-07-11",13,13,"2015-10-13 06:23:14","2015-10-13 06:23:14"
87,"2015-07-04",21,14,"2015-10-13 06:23:14","2015-10-13 06:23:14"
88,"2015-07-06",13,14,"2015-10-13 06:23:14","2015-10-13 06:23:14"
89,"2015-07-08",13,14,"2015-10-13 06:23:15","2015-10-13 06:23:15"
90,"2015-07-10",19,14,"2015-10-13 06:23:15","2015-10-13 06:23:15"
91,"2015-07-14",19,14,"2015-10-13 06:23:15","2015-10-13 06:23:15"
92,"2015-07-01",11,15,"2015-10-13 06:23:15","2015-10-13 06:23:15"
93,"2015-07-02",19,15,"2015-10-13 06:23:15","2015-10-13 06:23:15"
94,"2015-07-05",13,15,"2015-10-13 06:23:15","2015-10-13 06:23:15"
95,"2015-07-07",15,15,"2015-10-13 06:23:15","2015-10-13 06:23:15"
96,"2015-07-08",17,15,"2015-10-13 06:23:15","2015-10-13 06:23:15"
97,"2015-07-10",19,15,"2015-10-13 06:23:15","2015-10-13 06:23:15"
98,"2015-07-11",21,15,"2015-10-13 06:23:15","2015-10-13 06:23:15"
99,"2015-07-12",13,15,"2015-10-13 06:23:15","2015-10-13 06:23:15"
100,"2015-07-13",11,15,"2015-10-13 06:23:15","2015-10-13 06:23:15"
101,"2015-07-14",11,15,"2015-10-13 06:23:15","2015-10-13 06:23:15"
102,"2015-07-01",17,16,"2015-10-13 06:23:15","2015-10-13 06:23:15"
103,"2015-07-02",13,16,"2015-10-13 06:23:15","2015-10-13 06:23:15"
104,"2015-07-07",21,16,"2015-10-13 06:23:15","2015-10-13 06:23:15"
105,"2015-07-08",15,16,"2015-10-13 06:23:15","2015-10-13 06:23:15"
106,"2015-07-09",19,16,"2015-10-13 06:23:15","2015-10-13 06:23:15"
107,"2015-07-13",11,16,"2015-10-13 06:23:15","2015-10-13 06:23:15"
108,"2015-07-14",19,16,"2015-10-13 06:23:15","2015-10-13 06:23:15"
109,"2015-07-02",17,17,"2015-10-13 06:23:15","2015-10-13 06:23:15"
110,"2015-07-03",19,17,"2015-10-13 06:23:15","2015-10-13 06:23:15"
111,"2015-07-04",17,17,"2015-10-13 06:23:15","2015-10-13 06:23:15"
112,"2015-07-05",13,17,"2015-10-13 06:23:15","2015-10-13 06:23:15"
113,"2015-07-08",21,17,"2015-10-13 06:23:15","2015-10-13 06:23:15"
114,"2015-07-12",17,17,"2015-10-13 06:23:15","2015-10-13 06:23:15"
115,"2015-07-13",21,17,"2015-10-13 06:23:15","2015-10-13 06:23:15"
116,"2015-07-14",13,17,"2015-10-13 06:23:15","2015-10-13 06:23:15"
117,"2015-07-09",15,18,"2015-10-13 06:23:15","2015-10-13 06:23:15"
118,"2015-07-10",19,18,"2015-10-13 06:23:15","2015-10-13 06:23:15"
119,"2015-07-01",17,19,"2015-10-13 06:23:15","2015-10-13 06:23:15"
120,"2015-07-02",17,19,"2015-10-13 06:23:15","2015-10-13 06:23:15"
121,"2015-07-03",19,19,"2015-10-13 06:23:15","2015-10-13 06:23:15"
122,"2015-07-04",11,19,"2015-10-13 06:23:15","2015-10-13 06:23:15"
123,"2015-07-05",11,19,"2015-10-13 06:23:15","2015-10-13 06:23:15"
124,"2015-07-07",19,19,"2015-10-13 06:23:15","2015-10-13 06:23:15"
125,"2015-07-09",15,19,"2015-10-13 06:23:15","2015-10-13 06:23:15"
126,"2015-07-12",17,19,"2015-10-13 06:23:15","2015-10-13 06:23:15"
127,"2015-07-13",21,19,"2015-10-13 06:23:15","2015-10-13 06:23:15"
128,"2015-07-02",21,20,"2015-10-13 06:23:15","2015-10-13 06:23:15"
129,"2015-07-04",21,20,"2015-10-13 06:23:15","2015-10-13 06:23:15"
130,"2015-07-06",13,20,"2015-10-13 06:23:15","2015-10-13 06:23:15"
131,"2015-07-10",21,20,"2015-10-13 06:23:15","2015-10-13 06:23:15"
132,"2015-07-11",11,20,"2015-10-13 06:23:15","2015-10-13 06:23:15"
133,"2015-07-12",21,20,"2015-10-13 06:23:15","2015-10-13 06:23:15"
134,"2015-07-13",13,20,"2015-10-13 06:23:15","2015-10-13 06:23:15"
135,"2015-07-14",13,20,"2015-10-13 06:23:15","2015-10-13 06:23:15"
136,"2015-07-02",19,21,"2015-10-13 06:23:15","2015-10-13 06:23:15"
137,"2015-07-03",19,21,"2015-10-13 06:23:15","2015-10-13 06:23:15"
138,"2015-07-05",21,21,"2015-10-13 06:23:15","2015-10-13 06:23:15"
139,"2015-07-06",17,21,"2015-10-13 06:23:15","2015-10-13 06:23:15"
140,"2015-07-10",19,21,"2015-10-13 06:23:15","2015-10-13 06:23:15"
141,"2015-07-01",19,22,"2015-10-13 06:23:15","2015-10-13 06:23:15"
142,"2015-07-02",17,22,"2015-10-13 06:23:15","2015-10-13 06:23:15"
143,"2015-07-03",21,22,"2015-10-13 06:23:15","2015-10-13 06:23:15"
144,"2015-07-05",21,22,"2015-10-13 06:23:15","2015-10-13 06:23:15"
145,"2015-07-06",15,22,"2015-10-13 06:23:15","2015-10-13 06:23:15"
146,"2015-07-09",15,22,"2015-10-13 06:23:15","2015-10-13 06:23:15"
147,"2015-07-13",17,22,"2015-10-13 06:23:15","2015-10-13 06:23:15"
148,"2015-07-02",19,23,"2015-10-13 06:23:15","2015-10-13 06:23:15"
149,"2015-07-06",19,23,"2015-10-13 06:23:15","2015-10-13 06:23:15"
150,"2015-07-07",11,23,"2015-10-13 06:23:15","2015-10-13 06:23:15"
151,"2015-07-10",17,23,"2015-10-13 06:23:15","2015-10-13 06:23:15"
152,"2015-07-12",21,23,"2015-10-13 06:23:15","2015-10-13 06:23:15"
153,"2015-07-13",17,23,"2015-10-13 06:23:15","2015-10-13 06:23:15"
154,"2015-07-02",11,24,"2015-10-13 06:23:15","2015-10-13 06:23:15"
155,"2015-07-04",17,24,"2015-10-13 06:23:15","2015-10-13 06:23:15"
156,"2015-07-05",17,24,"2015-10-13 06:23:15","2015-10-13 06:23:15"
157,"2015-07-06",21,24,"2015-10-13 06:23:15","2015-10-13 06:23:15"
158,"2015-07-09",11,24,"2015-10-13 06:23:15","2015-10-13 06:23:15"
159,"2015-07-11",17,24,"2015-10-13 06:23:15","2015-10-13 06:23:15"
160,"2015-07-12",13,24,"2015-10-13 06:23:15","2015-10-13 06:23:15"
161,"2015-07-13",11,24,"2015-10-13 06:23:15","2015-10-13 06:23:15"
162,"2015-07-14",21,24,"2015-10-13 06:23:15","2015-10-13 06:23:15"
163,"2015-07-01",19,25,"2015-10-13 06:23:15","2015-10-13 06:23:15"
164,"2015-07-02",15,25,"2015-10-13 06:23:15","2015-10-13 06:23:15"
165,"2015-07-03",21,25,"2015-10-13 06:23:15","2015-10-13 06:23:15"
166,"2015-07-05",15,25,"2015-10-13 06:23:15","2015-10-13 06:23:15"
167,"2015-07-06",11,25,"2015-10-13 06:23:15","2015-10-13 06:23:15"
168,"2015-07-08",11,25,"2015-10-13 06:23:15","2015-10-13 06:23:15"
169,"2015-07-10",21,25,"2015-10-13 06:23:15","2015-10-13 06:23:15"
170,"2015-07-11",17,25,"2015-10-13 06:23:15","2015-10-13 06:23:15"
171,"2015-07-13",15,25,"2015-10-13 06:23:15","2015-10-13 06:23:15"
172,"2015-07-14",15,25,"2015-10-13 06:23:15","2015-10-13 06:23:15"
173,"2015-07-01",13,26,"2015-10-13 06:23:15","2015-10-13 06:23:15"
174,"2015-07-06",15,26,"2015-10-13 06:23:15","2015-10-13 06:23:15"
175,"2015-07-10",17,26,"2015-10-13 06:23:15","2015-10-13 06:23:15"
176,"2015-07-11",19,26,"2015-10-13 06:23:15","2015-10-13 06:23:15"
177,"2015-07-12",17,26,"2015-10-13 06:23:15","2015-10-13 06:23:15"
178,"2015-07-14",15,26,"2015-10-13 06:23:15","2015-10-13 06:23:15"
179,"2015-07-03",17,27,"2015-10-13 06:23:15","2015-10-13 06:23:15"
180,"2015-07-04",11,27,"2015-10-13 06:23:15","2015-10-13 06:23:15"
181,"2015-07-05",17,27,"2015-10-13 06:23:15","2015-10-13 06:23:15"
182,"2015-07-07",15,27,"2015-10-13 06:23:15","2015-10-13 06:23:15"
183,"2015-07-09",15,27,"2015-10-13 06:23:15","2015-10-13 06:23:15"
184,"2015-07-10",13,27,"2015-10-13 06:23:15","2015-10-13 06:23:15"
185,"2015-07-01",17,28,"2015-10-13 06:23:15","2015-10-13 06:23:15"
186,"2015-07-03",11,28,"2015-10-13 06:23:15","2015-10-13 06:23:15"
187,"2015-07-07",17,28,"2015-10-13 06:23:15","2015-10-13 06:23:15"
188,"2015-07-09",11,28,"2015-10-13 06:23:16","2015-10-13 06:23:16"
189,"2015-07-10",15,28,"2015-10-13 06:23:16","2015-10-13 06:23:16"
190,"2015-07-13",19,28,"2015-10-13 06:23:16","2015-10-13 06:23:16"
191,"2015-07-14",21,28,"2015-10-13 06:23:16","2015-10-13 06:23:16"
192,"2015-07-04",19,29,"2015-10-13 06:23:16","2015-10-13 06:23:16"
193,"2015-07-07",11,29,"2015-10-13 06:23:16","2015-10-13 06:23:16"
194,"2015-07-09",19,29,"2015-10-13 06:23:16","2015-10-13 06:23:16"
195,"2015-07-13",21,29,"2015-10-13 06:23:16","2015-10-13 06:23:16"
196,"2015-07-14",15,29,"2015-10-13 06:23:16","2015-10-13 06:23:16"
197,"2015-07-03",13,30,"2015-10-13 06:23:16","2015-10-13 06:23:16"
198,"2015-07-04",17,30,"2015-10-13 06:23:16","2015-10-13 06:23:16"
199,"2015-07-05",13,30,"2015-10-13 06:23:16","2015-10-13 06:23:16"
200,"2015-07-07",21,30,"2015-10-13 06:23:16","2015-10-13 06:23:16"
201,"2015-07-08",21,30,"2015-10-13 06:23:16","2015-10-13 06:23:16"
202,"2015-07-09",11,30,"2015-10-13 06:23:16","2015-10-13 06:23:16"
203,"2015-07-11",17,30,"2015-10-13 06:23:16","2015-10-13 06:23:16"
204,"2015-07-02",17,31,"2015-10-13 06:23:16","2015-10-13 06:23:16"
205,"2015-07-03",15,31,"2015-10-13 06:23:16","2015-10-13 06:23:16"
206,"2015-07-06",21,31,"2015-10-13 06:23:16","2015-10-13 06:23:16"
207,"2015-07-07",19,31,"2015-10-13 06:23:16","2015-10-13 06:23:16"
208,"2015-07-10",21,31,"2015-10-13 06:23:16","2015-10-13 06:23:16"
209,"2015-07-12",13,31,"2015-10-13 06:23:16","2015-10-13 06:23:16"
210,"2015-07-13",11,31,"2015-10-13 06:23:16","2015-10-13 06:23:16"
211,"2015-07-14",11,31,"2015-10-13 06:23:16","2015-10-13 06:23:16"
212,"2015-07-02",21,32,"2015-10-13 06:23:16","2015-10-13 06:23:16"
213,"2015-07-04",19,32,"2015-10-13 06:23:16","2015-10-13 06:23:16"
214,"2015-07-05",13,32,"2015-10-13 06:23:16","2015-10-13 06:23:16"
215,"2015-07-06",17,32,"2015-10-13 06:23:16","2015-10-13 06:23:16"
216,"2015-07-08",15,32,"2015-10-13 06:23:16","2015-10-13 06:23:16"
217,"2015-07-10",21,32,"2015-10-13 06:23:16","2015-10-13 06:23:16"
218,"2015-07-11",13,32,"2015-10-13 06:23:16","2015-10-13 06:23:16"
219,"2015-07-12",19,32,"2015-10-13 06:23:16","2015-10-13 06:23:16"
220,"2015-07-14",19,32,"2015-10-13 06:23:16","2015-10-13 06:23:16"
